epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,89.6496,1.09496,0.88012,0.93294,0.36029,0.38792,0.37258,0.19224,1.893,2.29078,1.46134,0.000315059,0.000315059,0.000315059
68,90.9309,1.10219,0.92027,0.93119,0.33882,0.39458,0.41,0.20547,1.93253,2.2967,1.4206,0.00030606,0.00030606,0.00030606
69,92.227,1.05896,0.85451,0.93612,0.39092,0.42261,0.43622,0.20591,1.94957,2.34932,1.42993,0.000297061,0.000297061,0.000297061
70,93.5318,1.06894,0.85997,0.92625,0.40616,0.42715,0.44154,0.21292,1.99559,2.33959,1.44404,0.000288062,0.000288062,0.000288062
71,94.8051,1.10833,0.92268,0.91923,0.4011,0.46807,0.39689,0.19061,2.04839,2.2809,1.42567,0.000279063,0.000279063,0.000279063
72,96.103,1.04295,0.79805,0.90775,0.47972,0.32455,0.398,0.22232,1.97806,2.34504,1.35898,0.000270064,0.000270064,0.000270064
73,97.3427,1.03973,0.78373,0.91876,0.51526,0.30253,0.40075,0.23562,1.92409,2.3705,1.35031,0.000261065,0.000261065,0.000261065
74,98.6203,1.08423,0.85564,0.93763,0.5341,0.30283,0.40217,0.24346,1.84101,2.4409,1.32815,0.000252066,0.000252066,0.000252066
75,99.8813,1.13525,0.85171,0.90577,0.47344,0.33198,0.39359,0.23492,1.80063,2.49096,1.31018,0.000243067,0.000243067,0.000243067
76,101.141,1.10128,0.83108,0.90321,0.50728,0.39246,0.40215,0.22763,1.852,2.50285,1.29529,0.000234068,0.000234068,0.000234068
77,102.393,1.04497,0.82797,0.89788,0.49397,0.4281,0.40951,0.22886,1.81978,2.40374,1.28863,0.000225068,0.000225068,0.000225068
78,103.684,1.03151,0.81775,0.89933,0.50613,0.50251,0.42716,0.23534,1.80939,2.34485,1.28157,0.000216069,0.000216069,0.000216069
79,104.943,1.07793,0.82016,0.89701,0.52232,0.48596,0.43447,0.24036,1.75413,2.29204,1.24668,0.00020707,0.00020707,0.00020707
80,106.26,1.0361,0.81663,0.90843,0.62553,0.39499,0.44493,0.25865,1.75673,2.24576,1.25134,0.000198071,0.000198071,0.000198071
81,107.509,1.08791,0.81434,0.90912,0.46774,0.44048,0.43755,0.24634,1.83353,2.23698,1.25996,0.000189072,0.000189072,0.000189072
82,108.755,1.10212,0.80312,0.9093,0.51014,0.44332,0.45444,0.25644,1.83243,2.25001,1.27137,0.000180073,0.000180073,0.000180073
83,110.041,1.10021,0.82368,0.90872,0.53291,0.50031,0.4741,0.26791,1.76602,2.23262,1.26776,0.000171074,0.000171074,0.000171074
84,111.357,1.02283,0.79953,0.90038,0.53046,0.47773,0.48118,0.2636,1.72076,2.32306,1.26775,0.000162075,0.000162075,0.000162075
85,112.631,1.02082,0.79456,0.90734,0.52532,0.46732,0.47959,0.25612,1.7724,2.31546,1.29544,0.000153076,0.000153076,0.000153076
86,113.926,1.03289,0.79341,0.8981,0.5388,0.46767,0.49994,0.26198,1.77831,2.30373,1.3174,0.000144077,0.000144077,0.000144077
87,115.178,1.05316,0.83044,0.92147,0.55374,0.44573,0.49843,0.26418,1.75704,2.30449,1.31817,0.000135077,0.000135077,0.000135077
88,116.471,1.03104,0.78724,0.90467,0.57045,0.42583,0.48734,0.26544,1.67259,2.32299,1.24669,0.000126078,0.000126078,0.000126078
89,117.718,1.00929,0.76826,0.9053,0.45597,0.46119,0.48757,0.26852,1.63976,2.34727,1.22417,0.000117079,0.000117079,0.000117079
90,118.979,1.02873,0.78521,0.91142,0.45097,0.45888,0.47027,0.25893,1.61969,2.3558,1.2081,0.00010808,0.00010808,0.00010808
91,147.723,0.97073,0.79422,0.89212,0.45913,0.46887,0.47504,0.25617,1.59855,2.3792,1.197,9.9081e-05,9.9081e-05,9.9081e-05
92,149.266,0.96298,0.76869,0.90187,0.47331,0.47899,0.44518,0.24307,1.61577,2.44943,1.19415,9.00819e-05,9.00819e-05,9.00819e-05
93,150.612,0.92067,0.70598,0.8853,0.51195,0.48811,0.44528,0.237,1.63189,2.473,1.20079,8.10828e-05,8.10828e-05,8.10828e-05
